"1.3.1; Compiler: clang ""3.5.0 (tags/RELEASE_350/final)"", C++ version: 199711; JIT Compiler: LLVM-3.5; Date: Apr 20 2015, 13:04:16"
Trial 1
Name,Load_time,Run_time,Total_time
jean_marie,0.16318798065185547,0.00014591217041015625,0.16333389282226562
jana_wolf,0.21886086463928223,0.18484711647033691,0.40370798110961914
biomod14,0.8495039939880371,0.008502960205078125,0.8580069541931152
biomod22,0.09543108940124512,0.0008587837219238281,0.09628987312316895
biomod33,0.13280892372131348,0.04706001281738281,0.1798689365386963
00001,0.026321887969970703,0.0008161067962646484,0.02713799476623535
00002,0.03124213218688965,0.0009429454803466797,0.03218507766723633
00050,0.3002181053161621,0.0062329769134521484,0.30645108222961426
00100,0.6906349658966064,0.01143193244934082,0.7020668983459473
00150,1.25587797164917,0.016822099685668945,1.2727000713348389
00200,2.050072193145752,0.02144789695739746,2.0715200901031494
00250,3.1774089336395264,0.027874231338500977,3.2052831649780273
00300,4.60180401802063,0.032202959060668945,4.634006977081299
00350,6.6061952114105225,0.037393808364868164,6.643589019775391
00400,9.04532790184021,0.0431060791015625,9.088433980941772
00450,12.10634183883667,0.04782509803771973,12.15416693687439
00500,15.935032844543457,0.05476999282836914,15.989802837371826
Trial 2
Name,Load_time,Run_time,Total_time
jean_marie,0.1638350486755371,0.00014400482177734375,0.16397905349731445
jana_wolf,0.21777701377868652,0.1950359344482422,0.4128129482269287
biomod14,0.8458600044250488,0.008320808410644531,0.8541808128356934
biomod22,0.10092520713806152,0.0008668899536132812,0.1017920970916748
biomod33,0.12983012199401855,0.04724287986755371,0.17707300186157227
00001,0.026458024978637695,0.0008230209350585938,0.02728104591369629
00002,0.03160810470581055,0.0009570121765136719,0.03256511688232422
00050,0.30277204513549805,0.00630497932434082,0.30907702445983887
00100,0.6839418411254883,0.01147007942199707,0.6954119205474854
00150,1.2405719757080078,0.017065048217773438,1.2576370239257812
00200,2.034569025039673,0.021895885467529297,2.056464910507202
00250,3.163973093032837,0.02764892578125,3.191622018814087
00300,4.5758349895477295,0.03210186958312988,4.607936859130859
00350,6.597668886184692,0.037467002868652344,6.635135889053345
00400,9.034664869308472,0.04333615303039551,9.078001022338867
00450,12.121263027191162,0.04750704765319824,12.16877007484436
00500,16.07575798034668,0.05536007881164551,16.131118059158325
Trial 3
Name,Load_time,Run_time,Total_time
jean_marie,0.1650228500366211,0.00014710426330566406,0.16516995429992676
jana_wolf,0.21842718124389648,0.18471479415893555,0.40314197540283203
biomod14,0.8567020893096924,0.008386850357055664,0.865088939666748
biomod22,0.10085487365722656,0.0009441375732421875,0.10179901123046875
biomod33,0.13173413276672363,0.04757404327392578,0.17930817604064941
00001,0.027161836624145508,0.0008320808410644531,0.02799391746520996
00002,0.031803131103515625,0.000949859619140625,0.03275299072265625
00050,0.3027479648590088,0.006285905838012695,0.3090338706970215
00100,0.6946280002593994,0.01150202751159668,0.7061300277709961
00150,1.2537639141082764,0.016217947006225586,1.269981861114502
00200,2.053997039794922,0.02186894416809082,2.0758659839630127
00250,3.1785380840301514,0.02783679962158203,3.2063748836517334
00300,4.684002876281738,0.03206610679626465,4.716068983078003
00350,6.707504987716675,0.037370920181274414,6.744875907897949
00400,9.068718910217285,0.04344916343688965,9.112168073654175
00450,12.175825119018555,0.047286033630371094,12.223111152648926
00500,16.04543399810791,0.05499100685119629,16.100425004959106
