"1.3.1-rc1; Compiler: Microsoft Visual Studio 2010, C++ version: 199711; JIT Compiler: LLVM-3.3; Date: Mar 25 2015, 12:57:04"
Trial 1
Name,Load_time,Run_time,Total_time
jean_marie,0.10899996757507324,0.0,0.10899996757507324
jana_wolf,0.14100003242492676,0.18700003623962402,0.3280000686645508
biomod14,0.5,0.015999794006347656,0.5159997940063477
biomod22,0.06200003623962402,0.0,0.06200003623962402
biomod33,0.10899996757507324,0.032000064849853516,0.14100003242492676
liver,26.8439998626709,0.2650001049041748,27.108999967575073
00001,0.03099989891052246,0.0,0.03099989891052246
00002,0.032000064849853516,0.0,0.032000064849853516
00050,0.28099989891052246,0.0,0.28099989891052246
00100,0.5780000686645508,0.0,0.5780000686645508
00150,0.9070000648498535,0.0,0.9070000648498535
00200,1.2969999313354492,0.016000032424926758,1.312999963760376
00250,1.7030000686645508,0.032000064849853516,1.7350001335144043
00300,2.188000202178955,0.03099989891052246,2.2190001010894775
00350,2.7179999351501465,0.032000064849853516,2.75
00400,3.2190001010894775,0.04699993133544922,3.2660000324249268
00450,3.8279998302459717,0.031000137329101562,3.8589999675750732
00500,4.5,0.045999765396118164,4.545999765396118
Trial 2
Name,Load_time,Run_time,Total_time
jean_marie,0.10899996757507324,0.0,0.10899996757507324
jana_wolf,0.14100003242492676,0.18700003623962402,0.3280000686645508
biomod14,0.4850001335144043,0.014999866485595703,0.5
biomod22,0.06299996376037598,0.0,0.06299996376037598
biomod33,0.10899996757507324,0.04700016975402832,0.15600013732910156
liver,26.217999935150146,0.25,26.467999935150146
00001,0.032000064849853516,0.0,0.032000064849853516
00002,0.03099989891052246,0.0,0.03099989891052246
00050,0.28099989891052246,0.016000032424926758,0.2969999313354492
00100,0.5780000686645508,0.0,0.5780000686645508
00150,0.9069998264312744,0.015000104904174805,0.9219999313354492
00200,1.2820000648498535,0.014999866485595703,1.2969999313354492
00250,1.687000036239624,0.032000064849853516,1.7190001010894775
00300,2.1560001373291016,0.031999826431274414,2.187999963760376
00350,2.703000068664551,0.031999826431274414,2.734999895095825
00400,3.2189998626708984,0.031000137329101562,3.25
00450,3.7970001697540283,0.031999826431274414,3.8289999961853027
00500,4.468999862670898,0.04700016975402832,4.516000032424927
Trial 3
Name,Load_time,Run_time,Total_time
jean_marie,0.10899996757507324,0.0,0.10899996757507324
jana_wolf,0.125,0.18799996376037598,0.312999963760376
biomod14,0.5,0.0,0.5
biomod22,0.07800006866455078,0.0,0.07800006866455078
biomod33,0.10899996757507324,0.04700016975402832,0.15600013732910156
liver,26.233999967575073,0.25,26.483999967575073
00001,0.03099989891052246,0.0,0.03099989891052246
00002,0.04699993133544922,0.0,0.04699993133544922
00050,0.2820000648498535,0.0,0.2820000648498535
00100,0.5929999351501465,0.0,0.5929999351501465
00150,0.9070000648498535,0.015000104904174805,0.9220001697540283
00200,1.2969999313354492,0.016000032424926758,1.312999963760376
00250,1.7030000686645508,0.032000064849853516,1.7350001335144043
00300,2.1720001697540283,0.03099989891052246,2.203000068664551
00350,2.703000068664551,0.016000032424926758,2.7190001010894775
00400,3.187000036239624,0.032000064849853516,3.2190001010894775
00450,3.7809998989105225,0.031000137329101562,3.812000036239624
00500,4.483999967575073,0.04699993133544922,4.5309998989105225
